wormbaseID	publicID	sequenceID	OscAmplitude	PeakPhase	Class
WBGene00018694	NA	F52E1.5	2.502959228	300.641034	Osc
WBGene00018702	NA	F52E4.5	0.988802747	288.2145809	Osc
WBGene00018706	NA	F52F10.2	1.914257684	310.3471058	Osc
WBGene00018713	NA	F52G3.5	2.657183025	320.3128209	Osc
WBGene00018725	NA	F53A9.2	1.455022711	66.06623065	Osc
WBGene00018726	NA	F53A9.3	1.65722789	9.933512	Osc
WBGene00018730	NA	F53A9.7	0.985893822	122.8722717	Osc
WBGene00018732	NA	F53A9.9	1.066930495	157.5331638	Osc
WBGene00018737	NA	F53B1.4	3.660975486	309.4923183	Osc
WBGene00018738	NA	F53B1.6	1.040398262	263.8393269	Osc
WBGene00018741	NA	F53B3.2	2.915217609	235.634982	Osc
WBGene00018742	NA	F53B3.3	2.273330312	19.04672979	Osc
WBGene00018743	NA	F53B3.5	1.259704715	179.805974	Osc
WBGene00018744	NA	F53B3.6	1.915467168	191.2355211	Osc
WBGene00018779	NA	F53H8.3	0.738995286	57.53229563	Osc
WBGene00018787	cutl-20	F54A5.2	1.131276998	69.56548961	Osc
WBGene00018789	NA	F54C1.1	2.222873646	76.65607241	Osc
WBGene00018809	NA	F54D10.8	1.741243756	325.5762843	Osc
WBGene00018811	pmt-2	F54D11.1	0.523313159	261.645864	Osc
WBGene00018823	NA	F54E2.1	0.819854566	113.8955807	Osc
WBGene00018827	pst-2	F54E7.1	0.500657926	282.9446858	Osc
WBGene00018829	NA	F54E7.6	2.441425751	348.3043481	Osc
WBGene00018839	NA	F54H5.2	1.460782295	127.6689491	Osc
WBGene00018859	NA	F55A4.7	0.757254662	90.97137097	Osc
WBGene00018873	NA	F55C12.6	0.993764146	240.116517	Osc
WBGene00018874	tag-234	F55C12.7	0.859223728	72.92826658	Osc
WBGene00018885	NA	F55E10.6	0.600668957	304.8191339	Osc
WBGene00018886	NA	F55E10.7	0.556548308	81.45416407	Osc
WBGene00018887	NA	F55F1.1	0.514513215	332.7648257	Osc
WBGene00018889	NA	F55F1.3	0.659286279	343.4451469	Osc
WBGene00018896	NA	F55F8.8	1.722950392	29.55285703	Osc
WBGene00018899	NA	F55G1.1	1.855361683	313.9345357	Osc
WBGene00018903	NA	F55G1.7	0.510331286	311.9640223	Osc
WBGene00018907	NA	F55G1.15	0.556640791	122.2318573	Osc
WBGene00018928	NA	F56B3.2	0.719196693	261.0406679	Osc
WBGene00018931	ugt-52	F56B3.7	0.840441475	333.2923476	Osc
WBGene00018937	NA	F56B6.6	2.756642553	59.31156168	Osc
WBGene00018939	fbxa-190	F56C3.2	0.502435806	180.2325184	Osc
WBGene00018946	NA	F56C3.9	1.020141843	347.6643724	Osc
WBGene00018952	NA	F56C9.8	0.851205002	34.92154258	Osc
WBGene00018957	NA	F56C11.5	0.578823844	192.7741446	Osc
WBGene00018958	NA	F56C11.6	0.767737846	309.897168	Osc
WBGene00018965	NA	F56D2.3	3.244093938	276.111122	Osc
WBGene00018966	NA	F56D2.5	1.889322739	100.882533	Osc
WBGene00018969	NA	F56D3.1	2.592091378	291.2274109	Osc
WBGene00018971	clec-67	F56D6.2	1.154488449	150.7305886	Osc
WBGene00018976	daam-1	F56E10.2	1.140471929	0.536544448	Osc
WBGene00018992	NA	F56F11.5	1.113693643	8.585483323	Osc
WBGene00018997	NA	F57B9.3	1.070313755	98.48064738	Osc
WBGene00019014	NA	F57C12.2	0.574557113	35.31819164	Osc
WBGene00019021	NA	F57H12.6	2.234983272	220.9168693	Osc
WBGene00019030	inft-1	F58B6.2	0.989848589	275.4535869	Osc
WBGene00019060	NA	F58F9.7	0.620842811	93.58511183	Osc
WBGene00019064	myo-5	F58G4.1	1.29374286	86.68503086	Osc
WBGene00019067	NA	F58H7.1	0.720930101	20.69331691	Osc
WBGene00019068	faah-3	F58H7.2	0.729501918	172.0333228	Osc
WBGene00019074	NA	F59A3.1	1.339429621	206.8080832	Osc
WBGene00019089	clec-206	F59A7.1	0.800371639	320.3666603	Osc
WBGene00019090	NA	F59A7.2	1.243402368	147.3759605	Osc
WBGene00019100	NA	F59B1.8	0.589806092	97.92564131	Osc
WBGene00019101	NA	F59B1.10	1.282519072	188.6562233	Osc
WBGene00019108	NA	F59D6.7	0.759178232	139.4803659	Osc
WBGene00019111	NA	F59E11.5	1.827906277	155.1826472	Osc
WBGene00019112	NA	F59E11.6	0.753990543	95.39141123	Osc
WBGene00019113	NA	F59E11.7	1.774295438	103.7462821	Osc
WBGene00019115	nhr-195	F59E11.10	0.511411654	102.4137025	Osc
WBGene00019143	NA	H01M10.1	0.510646018	91.73851966	Osc
WBGene00019145	NA	H02F09.2	0.53936934	87.17454834	Osc
WBGene00019148	NA	H03E18.1	3.312269514	256.7014969	Osc
WBGene00019152	nspb-6	H04M03.2	3.501912981	90.73007753	Osc
WBGene00019154	glf-1	H04M03.4	3.303777714	277.5632688	Osc
WBGene00019166	tat-2	H06H21.10	1.122704844	100.5611573	Osc
WBGene00019171	fipr-29	H06I04.7	1.02194103	120.7807015	Osc
WBGene00019184	NA	H10E21.4	3.805578197	12.57635755	Osc
WBGene00019187	NA	H11E01.2	1.409143673	165.8242809	Osc
WBGene00019198	NA	H14E04.1	2.40307733	217.0617536	Osc
WBGene00019204	NA	H14N18.4	1.226128374	76.86820314	Osc
WBGene00019208	lips-14	H17B01.3	0.644929299	264.1306067	Osc
WBGene00019211	NA	H18N23.2	0.566847879	202.2688554	Osc
WBGene00019212	NA	H19M22.3	2.140980442	208.5410451	Osc
WBGene00019213	NA	H20E11.1	0.603317836	155.3179745	Osc
WBGene00019214	NA	H20E11.2	0.796669956	26.74545084	Osc
WBGene00019226	NA	H22K11.3	1.144205818	351.8109228	Osc
WBGene00019232	ugt-13	H23N18.1	1.951550152	144.6984031	Osc
WBGene00019236	NA	H23N18.5	3.745332012	331.453099	Osc
WBGene00019268	NA	H41C03.1	2.604394086	192.0547535	Osc
WBGene00019270	NA	H41C03.3	0.749549322	28.80600092	Osc
WBGene00019272	NA	H42K12.3	3.810307869	272.2047451	Osc
WBGene00019273	NA	H43E16.1	0.865719831	88.01012354	Osc
WBGene00019279	NA	K01A2.4	0.969338469	181.0736518	Osc
WBGene00019280	NA	K01A2.5	1.002984569	310.0390507	Osc
WBGene00019285	cbn-1	K01A2.11	2.087751864	257.665533	Osc
WBGene00019290	NA	K02A2.5	0.90145691	6.71427172	Osc
WBGene00019298	NA	K02D7.1	1.459626435	139.8652475	Osc
WBGene00019306	NA	K02E7.1	2.531592906	303.9227427	Osc
WBGene00019317	NA	K02E10.1	1.026700653	106.8666858	Osc
WBGene00019318	NA	K02E10.4	2.875113202	256.401561	Osc
WBGene00019320	NA	K02E10.6	0.674911368	359.5534109	Osc
WBGene00019327	zip-2	K02F3.4	0.655995526	91.68402247	Osc
WBGene00019329	ceeh-1	K02F3.6	1.10352151	110.4591818	Osc
WBGene00019344	NA	K02G10.1	0.641999789	59.29213778	Osc
WBGene00019346	NA	K02G10.5	0.665885391	338.9747444	Osc
WBGene00019348	NA	K02H11.4	1.630816774	254.5201541	Osc
WBGene00019352	NA	K03A1.4	1.265671696	44.13047903	Osc
WBGene00019357	cpg-8	K03B4.7	0.747072612	300.0768548	Osc
WBGene00019361	NA	K03E5.2	0.921104036	127.6692973	Osc
WBGene00019365	NA	K03E6.7	0.644831835	53.30463387	Osc
WBGene00019368	NA	K03H6.2	0.6021147	234.4694951	Osc
WBGene00019372	NA	K03H9.3	1.270722797	7.665681579	Osc
WBGene00019376	lipl-4	K04A8.5	1.164488599	299.1488931	Osc
WBGene00019382	NA	K04C2.5	2.687376387	52.25253979	Osc
WBGene00019388	NA	K04F1.9	1.767960731	115.4274174	Osc
WBGene00019404	NA	K05B2.4	0.977531097	106.9624745	Osc
WBGene00019421	NA	K05F6.10	0.673061961	85.68629063	Osc
WBGene00019438	cyp-25A6	K06B9.1	0.641828133	177.245865	Osc
WBGene00019461	NA	K07A3.3	0.55235411	73.24360552	Osc
WBGene00019464	NA	K07B1.4	0.681588393	177.2294835	Osc
WBGene00019473	cyp-35A5	K07C6.5	1.4328457	318.9639672	Osc
WBGene00019476	NA	K07C11.3	1.373548136	219.5424729	Osc
WBGene00019478	cri-2	K07C11.5	1.010997363	131.8697202	Osc
WBGene00019481	cogc-6	K07C11.9	0.557740384	282.1329723	Osc
WBGene00019486	NA	K07D4.6	1.489073761	254.8548849	Osc
WBGene00019487	tag-218	K07D4.7	0.920279005	5.420675548	Osc
WBGene00019489	NA	K07E1.1	3.604357647	93.98178912	Osc
WBGene00019508	NA	K07H8.8	1.416503612	281.5062001	Osc
WBGene00019511	NA	K08A2.1	0.53256447	90.64701964	Osc
WBGene00019515	ugt-19	K08B4.3	0.776052775	87.26067352	Osc
WBGene00019516	ugt-20	K08B4.4	0.511977163	64.05987922	Osc
WBGene00019519	NA	K08B5.2	1.109827461	51.44150879	Osc
WBGene00019520	NA	K08B12.1	3.613875917	250.9842215	Osc
WBGene00019538	NA	K08D12.4	1.976436035	355.4846398	Osc
WBGene00019540	NA	K08D12.6	3.378604856	151.1866055	Osc
WBGene00019545	NA	K09B3.1	1.841648251	350.0942265	Osc
WBGene00019546	glct-6	W07G9.2	0.829391369	67.89223856	Osc
WBGene00019550	NA	K09C4.5	1.4370548	259.2068385	Osc
WBGene00019564	NA	K09D9.1	1.899616801	81.94844112	Osc
WBGene00019565	cyp-35A3	K09D9.2	0.939342098	304.1763241	Osc
WBGene00019579	oac-57	K09E10.1	1.072537494	63.44652125	Osc
WBGene00019580	oac-58	K09E10.2	0.722112716	355.1085161	Osc
WBGene00019597	NA	K09H9.5	1.858898011	165.3837252	Osc
WBGene00019603	NA	K09H11.6	0.667684975	23.53487985	Osc
WBGene00019609	NA	K10B3.1	1.108054832	293.2934901	Osc
WBGene00019615	NA	K10B4.3	1.215810793	57.05091386	Osc
WBGene00019626	NA	K10C9.7	0.582688167	111.6057705	Osc
WBGene00019633	NA	K10D2.7	0.664194804	132.8240852	Osc
WBGene00019636	gsto-3	K10F12.4	1.442183487	19.15147653	Osc
WBGene00019640	dos-2	K10G6.2	2.019688933	292.1430423	Osc
WBGene00019644	cpt-4	K11D12.4	1.594536812	304.4406213	Osc
WBGene00019645	NA	K11D12.5	0.602978191	132.4950137	Osc
WBGene00019648	NA	K11D12.8	0.81359503	170.6974204	Osc
WBGene00019652	NA	K11G9.1	0.814329944	184.6446426	Osc
WBGene00019653	NA	K11G9.2	1.30941519	292.3596847	Osc
WBGene00019654	NA	K11G9.3	2.03730482	168.8909053	Osc
WBGene00019655	NA	K11G9.5	0.969349437	124.7417611	Osc
WBGene00019659	NA	K11H12.3	1.454505712	114.0296222	Osc
WBGene00019660	NA	K11H12.4	2.071141334	108.0930518	Osc
WBGene00019663	NA	K11H12.7	1.328680978	152.6789677	Osc
WBGene00019674	NA	K12C11.3	0.656982951	6.901147464	Osc
WBGene00019695	NA	M01A12.3	0.567818724	54.48004926	Osc
WBGene00019717	trx-3	M01H9.1	1.724430008	13.46313137	Osc
WBGene00019718	NA	M01H9.2	1.302392094	326.7058444	Osc
WBGene00019721	NA	M01H9.5	2.67113715	19.48246952	Osc
WBGene00019738	clec-265	M02F4.7	1.37293765	116.1232786	Osc
WBGene00019744	NA	M02H5.8	0.920077389	127.2053904	Osc
WBGene00019748	atg-2	M03A8.2	0.787022497	24.21262292	Osc
WBGene00019751	NA	M03D4.4	1.198268292	190.375164	Osc
WBGene00019754	NA	M03E7.2	2.29867354	25.82071682	Osc
WBGene00019756	NA	M03E7.4	3.367063056	354.2035175	Osc
WBGene00019760	calu-1	M03F4.7	0.907828492	236.955706	Osc
WBGene00019761	NA	M03F8.1	3.097208253	336.7999096	Osc
WBGene00019763	galt-1	M03F8.4	0.673207683	99.71483285	Osc
WBGene00019764	NA	M03F8.5	0.654482256	116.4054478	Osc
WBGene00019777	NA	M57.1	0.596960286	82.58546559	Osc
WBGene00019780	NA	M60.4	1.249151727	145.9155036	Osc
WBGene00019812	NA	R01H2.4	0.921331754	243.2099208	Osc
WBGene00019818	NA	R02C2.7	0.650237228	174.7763359	Osc
WBGene00019819	NA	R02D3.1	0.553458444	185.6331682	Osc
WBGene00019825	NA	R02D3.8	0.729818848	112.6697946	Osc
WBGene00019827	mop-25.1	R02E12.2	0.531527706	54.08562054	Osc
WBGene00019830	hrg-1	R02E12.6	0.851058672	302.0549473	Osc
WBGene00019832	NA	R02F2.2	0.841418069	279.7799207	Osc
WBGene00019837	NA	R02F2.8	0.800722796	147.749772	Osc
WBGene00019839	NA	R02F11.1	2.453446028	328.0758756	Osc
WBGene00019843	NA	R03E9.2	1.204919119	312.6233579	Osc
WBGene00019854	NA	R03H10.1	0.707200252	124.1584327	Osc
WBGene00019855	NA	R03H10.2	1.025830397	166.5024769	Osc
WBGene00019859	NA	R03H10.7	0.65885925	76.63136085	Osc
WBGene00019866	NA	R04B3.1	1.540329735	325.1869799	Osc
WBGene00019868	NA	R04B3.3	2.138632766	356.6454044	Osc
WBGene00019882	NA	R05D3.9	1.178890731	194.3145381	Osc
WBGene00019885	NA	R05D8.7	1.008406674	142.5818921	Osc
WBGene00019901	NA	R05G6.9	2.778794507	270.8456831	Osc
WBGene00019906	NA	R05G9R.1	2.09377176	338.9600466	Osc
WBGene00019907	NA	R05H11.1	0.560075422	63.52181707	Osc
WBGene00019908	NA	R05H11.2	1.652322389	108.6447891	Osc
WBGene00019909	NA	R06A10.1	0.532599389	111.4889068	Osc
WBGene00019911	NA	R06A10.4	0.770604693	52.19779082	Osc
WBGene00019917	clec-43	R07C3.1	0.719695382	270.0462449	Osc
WBGene00019918	fbxc-36	R07C3.2	0.546667486	106.0354735	Osc
WBGene00019935	NA	R07E4.1	0.780657919	238.8468507	Osc
WBGene00019939	lips-17	R07G3.2	2.989528415	71.82312261	Osc
WBGene00019942	NA	R07G3.6	3.398898173	271.8455625	Osc
WBGene00019945	NA	R08C7.1	1.218543254	269.614802	Osc
WBGene00019948	NA	R08C7.4	1.80090434	305.3468673	Osc
WBGene00019951	NA	R08C7.8	0.609963059	317.6012784	Osc
WBGene00019960	ztf-16	R08E3.4	1.710978112	354.4267149	Osc
WBGene00019962	NA	R08E5.2	1.252344275	240.2774039	Osc
WBGene00019967	cyp-33C8	R08F11.3	1.053507665	114.7724574	Osc
WBGene00019968	NA	R08F11.4	0.64126746	127.830319	Osc
WBGene00019972	NA	R09A1.2	1.06554455	306.7001747	Osc
WBGene00019973	NA	R09A1.3	1.745690494	257.727404	Osc
WBGene00019977	fpn-1.2	R09B5.4	0.656405669	275.8589308	Osc
WBGene00019978	hacd-1	R09B5.6	0.604510864	185.5013675	Osc
WBGene00019979	NA	R09B5.11	1.390243946	316.1508697	Osc
WBGene00020006	set-15	R11E3.4	0.913613855	336.7403277	Osc
WBGene00020009	NA	R11F4.3	1.597238123	304.2066744	Osc
WBGene00020010	NA	R11G1.1	1.273908061	356.7040357	Osc
WBGene00020011	NA	R11G1.2	0.629248681	62.74733769	Osc
WBGene00020014	NA	R11G11.6	0.993812702	231.0918253	Osc
WBGene00020017	NA	R12A1.3	3.911549141	7.866816759	Osc
WBGene00020029	NA	R12C12.9	0.547346758	268.0615894	Osc
WBGene00020032	NA	R12E2.6	0.552034028	339.8530354	Osc
WBGene00020033	NA	R12E2.7	3.603299098	29.04675928	Osc
WBGene00020034	NA	R12E2.8	0.897129018	296.8769887	Osc
WBGene00020039	NA	R12E2.14	3.741995702	17.15499289	Osc
WBGene00020040	NA	R12E2.15	3.885040084	11.05993127	Osc
WBGene00020047	ttr-32	R13A5.3	2.902157514	105.82049	Osc
WBGene00020049	ttr-8	R13A5.6	3.027182983	117.3353421	Osc
WBGene00020052	NA	R13A5.10	1.20895928	159.918479	Osc
WBGene00020062	nhr-270	R13D11.8	1.006549565	112.1932575	Osc
WBGene00020075	math-35	R52.3	0.567157043	33.66923824	Osc
WBGene00020083	NA	R57.2	2.995246544	226.7712555	Osc
WBGene00020104	NA	R148.5	1.635318671	213.4850785	Osc
WBGene00020105	NA	R148.7	2.563546098	239.6779833	Osc
WBGene00020107	NA	R151.2	1.037228998	346.846467	Osc
WBGene00020128	NA	R193.2	1.011539112	259.7319617	Osc
WBGene00020134	NA	T01B6.1	0.954283843	283.3610669	Osc
WBGene00020139	NA	T01B11.2	0.941960913	163.9473199	Osc
WBGene00020143	NA	T01C8.2	1.388810803	153.8426669	Osc
WBGene00020148	NA	T01D1.3	1.931607624	2.979780749	Osc
WBGene00020149	NA	T01D1.4	2.998730567	320.1223586	Osc
WBGene00020153	nhr-212	T01G6.6	0.628760623	127.8736834	Osc
WBGene00020156	NA	T02B11.4	0.886611005	174.239299	Osc
WBGene00020158	NA	T02C5.1	0.605815074	336.8123774	Osc
WBGene00020160	igcm-3	T02C5.3	0.512897641	92.6384308	Osc
WBGene00020169	mmaa-1	T02G5.13	0.623943108	333.5012305	Osc
WBGene00020188	NA	T03F1.6	1.024139931	105.3463851	Osc
WBGene00020194	NA	T03G6.1	3.264960466	258.4140707	Osc
WBGene00020200	NA	T04A6.1	0.501709169	165.3319692	Osc
WBGene00020215	NA	T04G9.4	0.952283705	231.2778027	Osc
WBGene00020216	trap-2	T04G9.5	0.589320788	291.0415048	Osc
WBGene00020219	NA	T05A7.1	2.616947135	65.56200888	Osc
WBGene00020220	clec-140	T05A7.2	0.69741473	7.811494254	Osc
WBGene00020221	NA	T05A7.3	0.687170719	5.871379198	Osc
WBGene00020224	NA	T05A7.7	1.699424405	95.86413907	Osc
WBGene00020237	phat-4	T05B4.3	1.149086937	26.64090604	Osc
WBGene00020239	NA	T05B4.8	1.228460761	29.23186337	Osc
WBGene00020240	NA	T05B4.9	0.960254127	54.39437834	Osc
WBGene00020243	NA	T05B4.12	1.044614364	28.7410683	Osc
WBGene00020244	NA	T05B4.13	0.846241116	353.7492013	Osc
WBGene00020245	NA	T05B11.1	1.12067222	116.6756273	Osc
WBGene00020248	NA	T05C1.1	0.637308584	6.934670815	Osc
WBGene00020250	NA	T05C1.3	2.775492992	249.5570587	Osc
WBGene00020258	NA	T05E7.1	0.527589111	307.8458898	Osc
WBGene00020260	NA	T05E7.4	0.997466232	20.99066026	Osc
WBGene00020267	NA	T05H4.4	0.882978438	108.8575664	Osc
WBGene00020270	NA	T05H4.7	2.686693442	343.4941076	Osc
WBGene00020276	NA	T05H4.15	0.804118489	148.4856621	Osc
WBGene00020277	NA	T06A1.1	1.016991822	30.20257696	Osc
WBGene00020280	NA	T06A1.5	1.050567882	32.87607838	Osc
WBGene00020281	NA	T06A4.1	2.82520623	288.2830749	Osc
WBGene00020283	NA	T06A4.3	1.840013157	333.2241043	Osc
WBGene00020319	NA	T07F8.2	0.50110519	51.90483209	Osc
WBGene00020321	NA	T07F12.1	0.63402172	56.12209399	Osc
WBGene00020326	math-38	T07H3.3	0.602720302	141.9513241	Osc
WBGene00020327	clec-21	T07H3.4	2.081962357	342.1199135	Osc
WBGene00020335	ttr-30	T08A9.2	2.373251663	125.5883084	Osc
WBGene00020339	ttr-59	T08A9.11	2.66948552	130.2678002	Osc
WBGene00020341	NA	T08B1.4	0.578574463	258.9737221	Osc
WBGene00020343	acs-3	T08B1.6	1.741027619	230.662021	Osc
WBGene00020358	math-39	T08E11.2	0.524994936	77.38494713	Osc
WBGene00020363	fbxa-3	T08E11.7	0.753494928	105.7670035	Osc
WBGene00020365	NA	T08G2.2	2.069682839	243.2342157	Osc
WBGene00020366	acdh-10	T08G2.3	0.528861217	305.3036938	Osc
WBGene00020378	NA	T09B4.4	0.5121215	251.7066552	Osc
WBGene00020386	cyp-34A4	T09H2.1	1.817285074	337.2495459	Osc
WBGene00020388	NA	T10B5.2	0.648321388	286.1179372	Osc
WBGene00020394	NA	T10B5.8	0.851211233	135.3378661	Osc
WBGene00020396	NA	T10B5.10	1.782901449	269.5790081	Osc
WBGene00020397	pcbd-1	T10B11.1	0.666820006	161.2752745	Osc
WBGene00020413	NA	T10E9.3	1.76870957	40.80208433	Osc
WBGene00020414	NA	T10E9.4	0.94317713	330.1525954	Osc
WBGene00020418	NA	T10E9.8	1.449940555	275.7964704	Osc
WBGene00020421	NA	T10E10.4	2.923872892	28.72860626	Osc
WBGene00020426	NA	T10H10.2	1.327682287	296.8588107	Osc
WBGene00020445	NA	T12B3.2	2.106452467	152.664463	Osc
WBGene00020448	fbxa-51	T12B5.1	0.514437288	58.26792188	Osc
WBGene00020449	fbxa-54	T12B5.2	0.571729505	40.70339257	Osc
WBGene00020455	fbxa-59	T12B5.8	0.980386696	43.0468609	Osc
WBGene00020456	fbxa-60	T12B5.10	1.182299651	110.9528249	Osc
WBGene00020465	NA	T12E12.6	3.481826333	235.2583207	Osc
WBGene00020478	NA	T13C2.2	2.119050993	12.91902682	Osc
WBGene00020481	NA	T13C2.6	0.67638491	227.8199147	Osc
WBGene00020484	NA	T13C5.3	1.890454534	221.3490899	Osc
WBGene00020487	NA	T13C5.7	2.301038794	223.0490151	Osc
WBGene00020491	NA	T13G4.4	0.503378699	344.0117054	Osc
WBGene00020497	NA	T14A8.2	1.589675395	82.41265795	Osc
WBGene00020501	NA	T14B4.5	2.175324497	185.3743738	Osc
WBGene00020504	NA	T14E8.1	0.560446875	39.89982947	Osc
WBGene00020515	NA	T14G12.6	1.615881353	330.9108808	Osc
WBGene00020522	NA	T15B7.10	0.972624046	359.1602662	Osc
WBGene00020529	NA	T15B7.17	0.963912926	358.5582462	Osc
WBGene00020532	math-42	T16A1.1	0.715179711	284.4179521	Osc
WBGene00020550	NA	T17H7.1	3.790391667	238.0111773	Osc
WBGene00020551	NA	T17H7.7	3.423761877	359.0086351	Osc
WBGene00020554	NA	T19A5.3	2.736519332	314.7571043	Osc
WBGene00020556	NA	T19B4.1	0.786529178	220.2974175	Osc
WBGene00020559	NA	T19C3.1	1.086055399	122.5628486	Osc
WBGene00020560	NA	T19C3.2	3.358393608	319.8587678	Osc
WBGene00020561	NA	T19C3.3	1.803248129	249.8938099	Osc
WBGene00020566	ttr-7	T19C3.9	1.985369132	116.3885854	Osc
WBGene00020567	NA	T19D2.1	2.46122176	37.99862334	Osc
WBGene00020569	lgc-32	T19D7.1	0.854661369	148.6587451	Osc
WBGene00020571	lpr-7	T19D7.3	3.044374741	329.7759566	Osc
WBGene00020574	NA	T19D7.6	2.05537596	275.9541857	Osc
WBGene00020576	NA	T19D12.1	0.776546518	61.42417615	Osc
WBGene00020579	NA	T19D12.4	2.00839037	114.1302833	Osc
WBGene00020590	NA	T19H12.6	0.852449381	289.1680388	Osc
WBGene00020592	ugt-12	T19H12.9	0.546242017	173.2222406	Osc
WBGene00020593	ugt-11	T19H12.10	2.086934358	131.9604783	Osc
WBGene00020595	NA	T20B5.2	1.701835396	87.73656477	Osc
WBGene00020599	NA	T20B6.3	2.323729213	349.0898323	Osc
WBGene00020609	NA	T20D4.3	1.528453539	144.6011879	Osc
WBGene00020610	NA	T20D4.4	0.710122966	145.0524721	Osc
WBGene00020611	NA	T20D4.5	1.499349922	150.3653128	Osc
WBGene00020613	NA	T20D4.7	1.865557652	97.11503784	Osc
WBGene00020626	NA	T20F5.4	1.935933292	278.082086	Osc
WBGene00020634	acs-9	T20F7.7	1.176873429	31.62595037	Osc
WBGene00020639	fbxa-71	T20H9.3	0.514543124	94.47608901	Osc
WBGene00020646	NA	T21D11.1	3.066029321	16.68453821	Osc
WBGene00020648	NA	T21D12.7	2.007839645	268.4166789	Osc
WBGene00020649	sma-10	T21D12.9	0.65186455	140.1108432	Osc
WBGene00020651	NA	T21D12.12	1.464593341	113.2347044	Osc
WBGene00020658	NA	T21F4.1	0.825923559	168.9595456	Osc
WBGene00020661	NA	T21G5.4	0.76753043	314.1968163	Osc
WBGene00020663	cutl-22	T21H3.4	0.986725849	322.0664585	Osc
WBGene00020670	NA	T22B2.6	3.596942389	18.0918541	Osc
WBGene00020672	NA	T22B7.3	1.705289236	21.30610349	Osc
WBGene00020674	NA	T22B7.7	1.183677444	6.606917216	Osc
WBGene00020676	NA	T22B11.2	1.739646487	309.4567156	Osc
WBGene00020677	NA	T22B11.3	0.94213679	117.5155675	Osc
WBGene00020678	NA	T22B11.4	0.904394457	116.1070458	Osc
WBGene00020691	NA	T22E5.3	0.869355591	119.0485661	Osc
WBGene00020701	NA	T22F7.1	0.5769053	226.2721468	Osc
WBGene00020702	NA	T22F7.3	2.215699981	253.1503152	Osc
WBGene00020704	NA	T22F7.5	2.238602717	253.1782236	Osc
WBGene00020706	atg-9	T22H9.2	0.50427418	50.38212204	Osc
WBGene00020710	NA	T23B3.2	0.710702974	137.0829139	Osc
WBGene00020720	NA	T23B12.5	2.813467943	87.18284154	Osc
WBGene00020728	NA	T23E1.1	1.03785937	263.457866	Osc
WBGene00020736	NA	T23F2.3	0.847936326	130.2683482	Osc
WBGene00020737	NA	T23F2.4	0.744059447	66.97928249	Osc
WBGene00020738	NA	T23F2.5	0.98726923	90.52995489	Osc
WBGene00020740	NA	T23F4.2	0.511598185	128.6453892	Osc
WBGene00020741	NA	T23F4.3	0.600433308	262.8677107	Osc
WBGene00020743	NA	T23H2.4	2.097512094	331.8279985	Osc
WBGene00020747	NA	T24A6.7	1.131509865	112.0703903	Osc
WBGene00020760	NA	T24C4.4	2.206207264	101.3532969	Osc
WBGene00020764	NA	T24C12.1	0.603553782	17.97381613	Osc
WBGene00020765	NA	T24C12.3	0.520102027	235.5869342	Osc
WBGene00020766	NA	T24C12.4	3.442445781	12.21149526	Osc
WBGene00020770	tbc-4	T24D11.1	0.970332674	303.0111398	Osc
WBGene00020774	NA	T24E12.5	2.396512998	113.8255635	Osc
WBGene00020784	tat-4	T24H7.5	0.935429481	92.36277303	Osc
WBGene00020785	NA	T25B2.1	1.533433709	236.9980019	Osc
WBGene00020792	NA	T25B6.6	0.929325956	15.72940376	Osc
WBGene00020798	NA	T25D3.4	0.95134899	278.2881405	Osc
WBGene00020800	NA	T25D10.2	0.508332886	259.7343736	Osc
WBGene00020801	NA	T25D10.4	1.550117278	16.05266224	Osc
WBGene00020803	NA	T25E4.1	3.902843476	36.36811547	Osc
WBGene00020806	NA	T25F10.3	2.164222799	37.83532413	Osc
WBGene00020810	NA	T25G12.2	0.548163763	179.3815534	Osc
WBGene00020811	NA	T25G12.3	2.6135546	112.9169669	Osc
WBGene00020812	acdh-7	T25G12.5	0.658631421	275.8985449	Osc
WBGene00020817	NA	T25G12.11	1.561527001	135.6097643	Osc
WBGene00020832	NA	T26C12.2	0.549785504	47.46544537	Osc
WBGene00020846	NA	T27A10.6	2.916407095	248.7413417	Osc
WBGene00020847	cgr-1	T27A10.7	0.544993725	323.9163292	Osc
WBGene00020848	ztf-19	T27B1.2	0.747473613	350.5957	Osc
WBGene00020855	NA	T27C4.2	1.395433837	252.072498	Osc
WBGene00020862	fip-2	T27E4.4	0.534227006	158.4776456	Osc
WBGene00020863	NA	T27E4.5	1.709041384	323.1787696	Osc
WBGene00020873	NA	T28A11.6	1.979011041	143.292015	Osc
WBGene00020891	NA	T28C12.4	1.195449622	72.98901987	Osc
WBGene00020893	NA	T28C12.6	3.069218245	22.87996948	Osc
WBGene00020903	NA	T28F2.7	0.681177282	1.980304242	Osc
WBGene00020908	NA	VC5.2	0.700947206	133.6917139	Osc
WBGene00020909	NA	W01A11.1	0.565916771	295.4086217	Osc
WBGene00020911	cpt-6	W01A11.5	1.46811361	247.7707047	Osc
WBGene00020912	NA	W01A11.7	0.650678784	132.9320533	Osc
WBGene00020917	NA	W01B11.6	0.574009687	78.42928509	Osc
WBGene00020928	NA	W02C12.1	2.581558947	271.0641146	Osc
WBGene00020947	NA	W02F12.2	1.81663641	1.517167658	Osc
WBGene00020962	NA	W02H5.8	0.585250672	317.1068735	Osc
